Energy(eV)           EEDF(eV^-(3/2))      Anisotropy(eV^-(3/2))
1.39298129520082e-03 2.54484399642807e+00 8.80629134530112e-04 
4.17894388560247e-03 2.53966707892225e+00 1.37090281190867e-03 
6.96490647600411e-03 2.53201178949950e+00 2.04589623393288e-03 
9.75086906640575e-03 2.52278660134215e+00 2.58315968369379e-03 
1.25368316568074e-02 2.51276555369185e+00 3.01891454782486e-03 
1.53227942472090e-02 2.50229147955826e+00 3.38475058407518e-03 
1.81087568376107e-02 2.49161452918101e+00 3.69101610117949e-03 
2.08947194280123e-02 2.48093392360465e+00 3.94125128046967e-03 
2.36806820184140e-02 2.47044039337250e+00 4.13025207370596e-03 
2.64666446088156e-02 2.46036044410170e+00 4.30129081154201e-03 
2.92526071992173e-02 2.45042941965482e+00 4.46494006491120e-03 
3.20385697896189e-02 2.44079147631205e+00 4.58585418848315e-03 
3.48245323800206e-02 2.43153384156987e+00 4.67359136690211e-03 
3.76104949704222e-02 2.42269744772252e+00 4.73809096599191e-03 
4.03964575608238e-02 2.41428161467394e+00 4.79028611449716e-03 
4.31824201512255e-02 2.40624904639850e+00 4.83158900047534e-03 
4.59683827416271e-02 2.39859993036451e+00 4.84888414877950e-03 
4.87543453320288e-02 2.39138930821348e+00 4.83493937375212e-03 
5.15403079224304e-02 2.38465351244075e+00 4.82079313232199e-03 
5.43262705128321e-02 2.37825803534544e+00 4.81005401459363e-03 
5.71122331032337e-02 2.37223556119979e+00 4.77354297175698e-03 
5.98981956936354e-02 2.36661322046819e+00 4.72424340014295e-03 
6.26841582840370e-02 2.36135121881916e+00 4.67998619232414e-03 
6.54701208744386e-02 2.35639738845066e+00 4.63053750882067e-03 
6.82560834648403e-02 2.35176796348724e+00 4.56054215368687e-03 
7.10420460552419e-02 2.34747569981252e+00 4.49085279488540e-03 
7.38280086456436e-02 2.34345066648446e+00 4.42770924313647e-03 
7.66139712360452e-02 2.33969085908761e+00 4.35084627859245e-03 
7.93999338264469e-02 2.33620357513842e+00 4.26308123333891e-03 
8.21858964168485e-02 2.33297457813671e+00 4.18078314316332e-03 
8.49718590072501e-02 2.32996015829840e+00 4.10016173484191e-03 
8.77578215976518e-02 2.32716430003422e+00 4.00559956265757e-03 
9.05437841880534e-02 2.32458941196631e+00 3.91164303641094e-03 
9.33297467784551e-02 2.32219849295082e+00 3.82695544048963e-03 
9.61157093688567e-02 2.31997673361663e+00 3.73759440117405e-03 
9.89016719592584e-02 2.31792527752141e+00 3.63857589122379e-03 
1.01687634549660e-01 2.31604037156532e+00 3.54526905799497e-03 
1.04473597140062e-01 2.31428961739197e+00 3.45795065095184e-03 
1.07259559730463e-01 2.31267326332322e+00 3.36108303748401e-03 
1.10045522320865e-01 2.31119082465154e+00 3.26300786894297e-03 
1.12831484911267e-01 2.30982618026248e+00 3.17291999568997e-03 
1.15617447501668e-01 2.30856481679668e+00 3.08323220073431e-03 
1.18403410092070e-01 2.30740609303647e+00 2.98562622548206e-03 
1.21189372682472e-01 2.30634886556507e+00 2.89578409552543e-03 
1.23975335272873e-01 2.30536899352733e+00 2.81706435943187e-03 
1.26761297863275e-01 2.30446417836068e+00 2.73331457213606e-03 
1.29547260453676e-01 2.30363363049604e+00 2.64591256934233e-03 
1.32333223044078e-01 2.30287292323934e+00 2.56062337207209e-03 
1.35119185634480e-01 2.30217457335429e+00 2.47533895133057e-03 
1.37905148224881e-01 2.30153756227417e+00 2.38439411525608e-03 
1.40691110815283e-01 2.30096061545190e+00 2.29814738178403e-03 
1.43477073405685e-01 2.30043202370448e+00 2.22159251274179e-03 
1.46263035996086e-01 2.29994752384103e+00 2.14425076307106e-03 
1.49048998586488e-01 2.29950624598114e+00 2.06511634612992e-03 
1.51834961176890e-01 2.29910486346085e+00 1.99949730176964e-03 
1.54620923767291e-01 2.29873060041722e+00 1.94631990914454e-03 
1.57406886357693e-01 2.29838315463293e+00 1.88993741754928e-03 
1.60192848948095e-01 2.29806214185620e+00 1.83034854147752e-03 
1.62978811538496e-01 2.29776709575199e+00 1.76755205885326e-03 
1.65764774128898e-01 2.29749746784254e+00 1.70154689586253e-03 
1.68550736719299e-01 2.29725262743832e+00 1.63233223406024e-03 
1.71336699309701e-01 2.29703186156077e+00 1.57351041226212e-03 
1.74122661900103e-01 2.29682689057253e+00 1.52708228536433e-03 
1.76908624490504e-01 2.29663729569182e+00 1.47867521717118e-03 
1.79694587080906e-01 2.29646277700083e+00 1.43119826524059e-03 
