RedField(Td)          PowerField(eVm^3s^-1) PwrElaGain(eVm^3s^-1) PwrElaLoss(eVm^3s^-1) PwrElaNet(eVm^3s^-1)  PwrCARGain(eVm^3s^-1) PwrCARLoss(eVm^3s^-1) PwrCARNet(eVm^3s^-1)  PwrEleGain(eVm^3s^-1) PwrEleLoss(eVm^3s^-1) PwrEleNet(eVm^3s^-1)  PwrVibGain(eVm^3s^-1) PwrVibLoss(eVm^3s^-1) PwrVibNet(eVm^3s^-1)  PwrRotGain(eVm^3s^-1) PwrRotLoss(eVm^3s^-1) PwrRotNet(eVm^3s^-1)  PwrIon(eVm^3s^-1)     PwrAtt(eVm^3s^-1)     PwrGroth(eVm^3s^-1)   PwrBalance(eVm^3s^-1) RelPwrBalance         
+1.07226722201032e+00 +3.29755077047787e-18 +7.61073957613836e-20 -3.37365816623841e-18 -3.29755077047703e-18 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +8.42401757674977e-31 2.49699796530967e-11%
+1.23284673944207e+00 +3.92831721566880e-18 +8.44924052134943e-20 -4.01280962088051e-18 -3.92831721566701e-18 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.51519179532584e-34 -3.51519179532584e-34 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +1.78537072525631e-30 4.44917873991681e-11%
+1.41747416292681e+00 +4.67788917987282e-18 +9.39169679693555e-20 -4.77180614784483e-18 -4.67788917987547e-18 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.52264766120476e-30 -1.52264766120476e-30 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.17118652072609e-30 8.74131595352487e-11%
+1.62975083462064e+00 +5.56697781307091e-18 +1.04559147134930e-19 -5.67153695870092e-18 -5.56697781156599e-18 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.50706355741194e-27 -1.50706355741194e-27 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.13573589192967e-30 3.76570920178249e-11%
+1.87381742286038e+00 +6.61946466348302e-18 +1.16604505074318e-19 -6.73606876609650e-18 -6.61946426102218e-18 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.02470445120462e-25 -4.02470445120462e-25 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -9.60882119134956e-30 1.42647305882809e-10%
+2.15443469003188e+00 +7.86355030218442e-18 +1.30203677029445e-19 -7.99371909361162e-18 -7.86351541658218e-18 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.48856103801409e-23 -3.48856103801409e-23 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -8.13991892399042e-30 1.01828489407563e-10%
+2.47707635599171e+00 +9.33424818753806e-18 +1.45429056998785e-19 -9.47849921580309e-18 -9.33307015880430e-18 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.17802873040906e-21 -1.17802873040906e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +3.35136204182147e-30 3.53531239025344e-11%
+2.84803586843580e+00 +1.10820736704332e-17 +1.62180484547549e-19 -1.12259386117896e-17 -1.10637581272421e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.83155431851161e-20 -1.83155431851161e-20 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.70663285270980e-39 +0.00000000000000e+00 -7.03389098915806e-40 +6.04177464252305e-30 5.37321067208959e-11%
+3.27454916287773e+00 +1.32113112110272e-17 +1.79885271268639e-19 -1.32395001040913e-17 -1.30596148328226e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.51696378218857e-19 -1.51696378218857e-19 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.57550894934124e-36 +0.00000000000000e+00 -1.82078517131151e-36 -1.42941334974057e-29 1.06742765788730e-10%
+3.76493580679247e+00 +1.59742211575802e-17 +1.97082721653037e-19 -1.54135423533011e-17 -1.52164596316481e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -7.57761525945845e-19 -7.57761525945845e-19 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.01422153725082e-33 +0.00000000000000e+00 -1.17759816052439e-33 -1.37329618051443e-29 8.49217967066948e-11%
+4.32876128108306e+00 +1.98472594232118e-17 +2.11739987907204e-19 -1.75104881876405e-17 -1.72987481997333e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.54851122348481e-18 -2.54851122348481e-18 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -9.33527571928073e-31 +0.00000000000000e+00 -2.87463375777693e-31 -7.59521195676062e-30 3.78643610336341e-11%
+4.97702356433211e+00 +2.54575465276608e-17 +2.22550948170936e-19 -1.92967821878981e-17 -1.90742312397272e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.38331528785204e-18 -6.38331528785204e-18 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.01641348353569e-28 +0.00000000000000e+00 -3.24776983045600e-29 -5.25166141899203e-29 2.04503173087038e-10%
+5.72236765935022e+00 +3.34475140840905e-17 +2.29661646439762e-19 -2.06886459562212e-17 -2.04589843097814e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.29885297681348e-17 -1.29885297681348e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.63015928478076e-27 +0.00000000000000e+00 -1.51678415935693e-27 +2.74048996373752e-29 8.13752906617138e-11%
+6.57933224657568e+00 +4.44636800311585e-17 +2.34092886217825e-19 -2.17418795056193e-17 -2.15077866194015e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.29558932486277e-17 -2.29558932486277e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.22332128377298e-25 +0.00000000000000e+00 -4.07710279505540e-26 +2.61278691875789e-29 5.84545212932110e-11%
+7.56463327554629e+00 +5.92422881136880e-17 +2.36919686329188e-19 -2.25617422568658e-17 -2.23248225705367e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.69174628636207e-17 -3.69174628636207e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.00349076241145e-24 +0.00000000000000e+00 -6.76020739924271e-25 +1.91645026333459e-29 3.22205075390065e-11%
+8.69749002617784e+00 +7.88032963869561e-17 +2.38908059121063e-19 -2.32421620602782e-17 -2.30032540011572e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.58000124071457e-17 -5.58000124071457e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.23598555576136e-23 +0.00000000000000e+00 -7.61887753725098e-24 -7.97947885331029e-29 1.00952129425412e-10%
+1.00000000000000e+01 +1.04457183329415e-16 +2.40528898862134e-19 -2.38513233295185e-17 -2.36107944306563e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -8.08461206594445e-17 -8.08461206594445e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.99565381464944e-22 +0.00000000000000e+00 -6.86739804727226e-23 -4.74209403972706e-29 4.52931963726929e-11%
+1.14975699539774e+01 +1.37884090015242e-16 +2.42045008103974e-19 -2.44337519287425e-17 -2.41917069206385e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.13690651639704e-16 -1.13690651639704e-16 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.28522097503119e-21 +0.00000000000000e+00 -4.46233745632226e-22 +1.78288258768624e-28 1.29076411743867e-10%
+1.32194114846603e+01 +1.81247048088656e-16 +2.43596946869850e-19 -2.50183484353835e-17 -2.47747514885136e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.56463776504292e-16 -1.56463776504292e-16 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.31085888450988e-21 +0.00000000000000e+00 -2.20923700290825e-21 -3.67081096356139e-29 2.02258962870667e-11%
+1.51991108295293e+01 +2.37795406193174e-16 +2.45219708212368e-19 -2.56198336453860e-17 -2.53746139371736e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.12383878659678e-16 -2.12383878659678e-16 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.72743034121251e-20 +0.00000000000000e+00 -9.63929313939354e-21 -2.28934789941966e-28 9.61746714767953e-11%
+1.74752840000768e+01 +3.11064242320193e-16 +2.46963804762513e-19 -2.62526328543655e-17 -2.60056690496030e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.84916606501805e-16 -2.84916606501805e-16 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.04590724035242e-19 +0.00000000000000e+00 -3.73760444670730e-20 +2.82684662970942e-28 9.08045253139642e-11%
+2.00923300256505e+01 +4.06030480582209e-16 +2.48827231106481e-19 -2.69240085900621e-17 -2.66751813589556e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.78910234605706e-16 -3.78910234605706e-16 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.27021610651705e-19 +0.00000000000000e+00 -1.18043006747034e-19 +1.48652854609280e-28 3.65888323009514e-11%
+2.31012970008316e+01 +5.29350940619862e-16 +2.50786033372093e-19 -2.76375802358037e-17 -2.73867942024316e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.00616901278442e-16 -5.00616901278442e-16 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -9.86474713942847e-19 +0.00000000000000e+00 -3.60770424934772e-19 +1.10415152603924e-28 2.08487146183760e-11%
+2.65608778294669e+01 +6.89117738595358e-16 +2.52834567349940e-19 -2.83989950922321e-17 -2.81461605248822e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.57444124184488e-16 -6.57444124184488e-16 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.57411928117000e-18 +0.00000000000000e+00 -9.53334604933410e-19 -1.15906701099102e-28 1.68134100310291e-11%
+3.05385550883342e+01 +8.96497657187110e-16 +2.54933927063952e-19 -2.92093350140760e-17 -2.89544010870121e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -8.59164749112439e-16 -8.59164749112439e-16 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.09288729092376e-18 +0.00000000000000e+00 -2.28561969647586e-18 +2.58871562358877e-28 2.88676681755936e-11%
+3.51119173421513e+01 +1.16449219010444e-15 +2.57093852711920e-19 -3.00765293502002e-17 -2.98194354974883e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.11639553810019e-15 -1.11639553810019e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.32437283724152e-17 +0.00000000000000e+00 -5.03348813506530e-18 -7.23741361941391e-28 6.21370943867451e-11%
+4.03701725859656e+01 +1.51525506103489e-15 +2.59172659089620e-19 -3.09863746238411e-17 -3.07272019647515e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.44583451129795e-15 -1.44583451129795e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.79188725967432e-17 +0.00000000000000e+00 -1.07744751742072e-17 +1.23580607481111e-27 8.15436798504298e-11%
+4.64158883361278e+01 +1.97007655002562e-15 +2.61236911102119e-19 -3.19555421464574e-17 -3.16943052353553e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.86341444324033e-15 -1.86341444324033e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.38762383045600e-17 +0.00000000000000e+00 -2.10915632440318e-17 +1.34608944565859e-27 6.83176993601363e-11%
+5.33669923120631e+01 +2.55846478813031e-15 +2.63276805315356e-19 -3.29876165555607e-17 -3.27243397502454e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.38516149233184e-15 -2.38516149233184e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.00567368726146e-16 +0.00000000000000e+00 -4.00115873231775e-17 -1.10693208739645e-27 4.32610288903172e-11%
+6.13590727341317e+01 +3.32852305992083e-15 +2.65149621857317e-19 -3.40666765783038e-17 -3.38015269564465e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.03960092957167e-15 -3.03960092957167e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.81581956188026e-16 +0.00000000000000e+00 -7.35386472035544e-17 +1.13730323224746e-27 3.41656831452099e-11%
+7.05480231071865e+01 +4.32425958295615e-15 +2.66983660348976e-19 -3.52265939755971e-17 -3.49596103152481e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.85772774712385e-15 -3.85772774712385e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.05767189980742e-16 +0.00000000000000e+00 -1.25805035536161e-16 +1.44435501365310e-28 3.33991476616863e-12%
+8.11130830789687e+01 +5.62170163187779e-15 +2.68650691734862e-19 -3.64458264808349e-17 -3.61771757891001e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.86185607684316e-15 -4.86185607684316e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.09861161637749e-16 +0.00000000000000e+00 -2.13807217609549e-16 -1.77252115022504e-27 3.15284688665217e-11%
+9.32603346883220e+01 +7.31460873965653e-15 +2.70120295964019e-19 -3.77279241056549e-17 -3.74578038096909e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.09141748833314e-15 -6.09141748833314e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -8.30227115188483e-16 +0.00000000000000e+00 -3.55506332324935e-16 +2.73931949337996e-28 3.74485968370193e-12%
+1.07226722201032e+02 +9.51717048858849e-15 +2.71430461561192e-19 -3.91010464799152e-17 -3.88296160183540e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -7.60881106694619e-15 -7.60881106694619e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.30088152684955e-15 +0.00000000000000e+00 -5.68648278775826e-16 -1.43010621355254e-27 1.50261617114789e-11%
+1.23284673944207e+02 +1.23789029548853e-14 +2.72563488669105e-19 -4.05738283407431e-17 -4.03012648520740e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -9.45792599438967e-15 -9.45792599438967e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.99109720244246e-15 +0.00000000000000e+00 -8.89578493204740e-16 -3.67471131174578e-27 2.96846208076745e-11%
+1.41747416292680e+02 +1.60897539611510e-14 +2.73518454542893e-19 -4.21761378962218e-17 -4.19026194416789e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.17135248712139e-14 -1.17135248712139e-14 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.97517960417671e-15 +0.00000000000000e+00 -1.35914686632507e-15 -6.38642067344301e-27 3.96917946941852e-11%
+1.62975083462065e+02 +2.09362537008062e-14 +2.74144551720083e-19 -4.38709232232067e-17 -4.35967786714866e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.44077688939859e-14 -1.44077688939859e-14 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.41445636072936e-15 +0.00000000000000e+00 -2.07043166742921e-15 -9.72507723956463e-27 4.64502868450600e-11%
+1.87381742286039e+02 +2.72383720023982e-14 +2.74469837823473e-19 -4.57090468304728e-17 -4.54345769926493e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.76449466428755e-14 -1.76449466428755e-14 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.44004267825344e-15 +0.00000000000000e+00 -3.10794810428893e-15 -1.23456731667088e-26 4.53241066118782e-11%
+2.15443469003188e+02 +3.54260161261342e-14 +2.74463327660072e-19 -4.77330424744016e-17 -4.74585791467415e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.15445439672341e-14 -2.15445439672341e-14 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -9.24013130780567e-15 +0.00000000000000e+00 -4.59388227196598e-15 -1.82913178093596e-26 5.16320436179131e-11%
+2.47707635599171e+02 +4.61143748893843e-14 +2.73979741385412e-19 -4.98875378609363e-17 -4.96135581195509e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.61018949528344e-14 -2.61018949528344e-14 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.31763262282321e-14 +0.00000000000000e+00 -6.78654015022516e-15 -2.69048900334678e-26 5.83434780341154e-11%
+2.84803586843580e+02 +5.99355599203343e-14 +2.73047489584749e-19 -5.23914038913451e-17 -5.21183564017604e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.17492981381756e-14 -3.17492981381756e-14 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.83722194435268e-14 +0.00000000000000e+00 -9.76192398233712e-15 -1.06994782296936e-25 1.78515550713003e-10%
+3.27454916287773e+02 +7.81137859565616e-14 +2.71467619549215e-19 -5.48991018461125e-17 -5.46276342265632e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.79611981083130e-14 -3.79611981083130e-14 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.57614381915991e-14 +0.00000000000000e+00 -1.43365220225393e-14 -1.16398004287171e-25 1.49010316613176e-10%
+3.76493580679247e+02 +1.01711440681378e-13 +2.69338028591430e-19 -5.77145803000390e-17 -5.74452422714476e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.51702864103306e-14 -4.51702864103306e-14 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.56503405463749e-14 +0.00000000000000e+00 -2.08333684825094e-14 -1.08651390197900e-25 1.06822892051633e-10%
+4.32876128108306e+02 +1.32246092401631e-13 +2.66336463171109e-19 -6.11079176710541e-17 -6.08415812078830e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.41629775138500e-14 -5.41629775138500e-14 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.85086451170488e-14 +0.00000000000000e+00 -2.95136281896033e-14 -7.91890131097060e-26 5.98799194664673e-11%
+4.97702356433211e+02 +1.72174261806119e-13 +2.62682502131208e-19 -6.44972935344412e-17 -6.42346110323100e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.34131122750598e-14 -6.34131122750598e-14 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.60155025818087e-14 +0.00000000000000e+00 -4.26814123382612e-14 -4.30907380867925e-26 2.50273600085595e-11%
+5.72236765935022e+02 +2.24208082448380e-13 +2.58323410669866e-19 -6.80850790442238e-17 -6.78267556335539e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -7.35677099570477e-14 -7.35677099570477e-14 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -8.88153194416030e-14 +0.00000000000000e+00 -6.17572262942032e-14 -1.06994782296936e-25 4.77211427231604e-11%
+6.57933224657568e+02 +2.91537477851044e-13 +2.53117711850329e-19 -7.22135527007033e-17 -7.19604349888529e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -8.49887903109927e-14 -8.49887903109927e-14 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.18166094889741e-13 +0.00000000000000e+00 -8.83106322155221e-14 -2.00799810258577e-25 6.88760969605327e-11%
+7.56463327554629e+02 +3.56005162152988e-13 +2.76028679477465e-19 -8.42829193297407e-17 -8.40068906502632e-17 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -9.64097791397371e-14 -9.64097791397371e-14 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.46163311694793e-13 +0.00000000000000e+00 -1.13348064428025e-13 -2.17675122743065e-25 6.11437633803748e-11%
+8.69749002617783e+02 +4.53175317503762e-13 +3.52175088055317e-19 -1.05252699596312e-16 -1.04900524508256e-16 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.11419914397977e-13 -1.11419914397977e-13 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.80051075303631e-13 +0.00000000000000e+00 -1.61599427277741e-13 -9.65818183480189e-26 2.13122249957645e-11%
+1.00000000000000e+03 +6.33186028275166e-13 +3.55745855133834e-19 -1.17240081065634e-16 -1.16884335210500e-16 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.33444485968604e-13 -1.33444485968604e-13 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.52673253217099e-13 +0.00000000000000e+00 -2.46951404754735e-13 -4.82101298173148e-25 7.61389237575808e-11%
