Energy(eV)           EEDF(eV^-(3/2))      Anisotropy(eV^-(3/2))
7.75664107989258e-04 1.59509187110181e+02 1.40405700265954e-01 
2.32699232396777e-03 1.52572125550165e+02 1.67879575364078e-01 
3.87832053994629e-03 1.45402251540665e+02 1.93052545479789e-01 
5.42964875592481e-03 1.38246764920968e+02 2.04042741276706e-01 
6.98097697190332e-03 1.31299042870309e+02 2.10382007325453e-01 
8.53230518788184e-03 1.24601431245373e+02 2.13723754434554e-01 
1.00836334038604e-02 1.18193976108643e+02 2.15894606040173e-01 
1.16349616198389e-02 1.12083727457784e+02 2.16634560121508e-01 
1.31862898358174e-02 1.06266936810890e+02 2.16279714675257e-01 
1.47376180517959e-02 1.00738149708416e+02 2.15030961654558e-01 
1.62889462677744e-02 9.54865092998188e+01 2.13281667727965e-01 
1.78402744837529e-02 9.05056358031377e+01 2.11117254687872e-01 
1.93916026997315e-02 8.57817620838215e+01 2.08561240775531e-01 
2.09429309157100e-02 8.13062774565304e+01 2.05885535808272e-01 
2.24942591316885e-02 7.70673269277840e+01 2.03141464650319e-01 
2.40455873476670e-02 7.30559031137830e+01 2.00621366352457e-01 
2.55969155636455e-02 6.92629012117355e+01 1.97402386620183e-01 
2.71482437796240e-02 6.56692962239185e+01 1.93316011584029e-01 
2.86995719956025e-02 6.22653943926201e+01 1.89294570240739e-01 
3.02509002115811e-02 5.90429524748702e+01 1.85384616255845e-01 
3.18022284275596e-02 5.59930245805891e+01 1.81547334545656e-01 
3.33535566435381e-02 5.31073510747612e+01 1.77874309411849e-01 
3.49048848595166e-02 5.03783802253498e+01 1.74260689398011e-01 
3.64562130754951e-02 4.77973481436639e+01 1.70505229832750e-01 
3.80075412914736e-02 4.53554268553593e+01 1.66756132980648e-01 
3.95588695074522e-02 4.30460535720119e+01 1.63129356239220e-01 
4.11101977234307e-02 4.08621701153319e+01 1.59327460707049e-01 
4.26615259394092e-02 3.87950027116856e+01 1.55424237704096e-01 
4.42128541553877e-02 3.68389658262469e+01 1.51709032629236e-01 
4.57641823713662e-02 3.49887145029210e+01 1.48180440670743e-01 
4.73155105873447e-02 3.32391462711351e+01 1.44836777837231e-01 
4.88668388033233e-02 3.15854013266737e+01 1.41676160108182e-01 
5.04181670193018e-02 3.00228615306104e+01 1.38409007676020e-01 
5.19694952352803e-02 2.85443487151681e+01 1.34943005283763e-01 
5.35208234512588e-02 2.71449662170353e+01 1.31557614220760e-01 
5.50721516672373e-02 2.58208842886308e+01 1.28333651653957e-01 
5.66234798832158e-02 2.45684595875589e+01 1.25267691205514e-01 
5.81748080991944e-02 2.33842317225274e+01 1.22356228696216e-01 
5.97261363151729e-02 2.22649196053791e+01 1.19509923701659e-01 
6.12774645311514e-02 2.12065220942334e+01 1.16546951317906e-01 
6.28287927471299e-02 2.02042481969011e+01 1.13548840512000e-01 
6.43801209631084e-02 1.92554037664478e+01 1.10686624407529e-01 
6.59314491790869e-02 1.83574296225157e+01 1.07956389028333e-01 
6.74827773950654e-02 1.75078979867329e+01 1.05354174831692e-01 
6.90341056110440e-02 1.67045089661110e+01 1.02875958941917e-01 
7.05854338270225e-02 1.59450871448962e+01 1.00366681027658e-01 
7.21367620430010e-02 1.52257781142080e+01 9.78036595093887e-02 
7.36880902589795e-02 1.45444426137412e+01 9.53322238116557e-02 
7.52394184749580e-02 1.38992991809734e+01 9.29688510572068e-02 
7.67907466909366e-02 1.32886593140069e+01 9.07096248045217e-02 
7.83420749069151e-02 1.27109247087055e+01 8.85505524818279e-02 
7.98934031228936e-02 1.21645846166026e+01 8.64371595941295e-02 
8.14447313388721e-02 1.16475002017156e+01 8.43021963361024e-02 
8.29960595548506e-02 1.11574009756000e+01 8.21938476075114e-02 
8.45473877708291e-02 1.06930603790931e+01 8.01719535531074e-02 
8.60987159868076e-02 1.02533164280608e+01 7.82328399293678e-02 
8.76500442027862e-02 9.83706971480049e+00 7.63727363202849e-02 
8.92013724187647e-02 9.44328149964843e+00 7.45877423502260e-02 
9.07527006347432e-02 9.07097189820866e+00 7.27964216740886e-02 
9.23040288507217e-02 8.71773794623134e+00 7.09988453602855e-02 
9.38553570667002e-02 8.38272635686613e+00 6.92677971406409e-02 
9.54066852826787e-02 8.06515007658346e+00 6.76011035597318e-02 
9.69580134986573e-02 7.76426388431546e+00 6.59954155734944e-02 
9.85093417146358e-02 7.47936306827721e+00 6.44472615996142e-02 
1.00060669930614e-01 7.20978215260865e+00 6.29324579793568e-02 
1.01611998146593e-01 6.95430150010458e+00 6.14340019386847e-02 
1.03163326362571e-01 6.71183731747049e+00 5.99711685058908e-02 
1.04714654578550e-01 6.48185822800537e+00 5.85565709643767e-02 
1.06265982794528e-01 6.26386093453732e+00 5.71872029005360e-02 
1.07817311010507e-01 6.05736930055838e+00 5.58599302534839e-02 
1.09368639226485e-01 5.86193345144422e+00 5.45701118786370e-02 
1.10919967442464e-01 5.67703731949681e+00 5.33048391159666e-02 
1.12471295658442e-01 5.50138864124097e+00 5.20676467846990e-02 
1.14022623874421e-01 5.33463514862773e+00 5.08651977454906e-02 
1.15573952090399e-01 5.17644264869287e+00 4.96949185856926e-02 
1.17125280306378e-01 5.02649439693610e+00 4.85541227520349e-02 
1.18676608522356e-01 4.88449047185569e+00 4.74399926903504e-02 
1.20227936738335e-01 4.75014714616975e+00 4.63563408917397e-02 
1.21779264954314e-01 4.62259254473487e+00 4.53097412969260e-02 
1.23330593170292e-01 4.50126093057758e+00 4.42928787656346e-02 
1.24881921386271e-01 4.38593652892453e+00 4.32983662626982e-02 
1.26433249602249e-01 4.27641396315946e+00 4.23241533944806e-02 
1.27984577818228e-01 4.17249785703691e+00 4.13681025008532e-02 
1.29535906034206e-01 4.07400242910211e+00 4.04308278131922e-02 
1.31087234250185e-01 3.98066988892836e+00 3.95235088711403e-02 
1.32638562466163e-01 3.89201287597838e+00 3.86439760602373e-02 
1.34189890682142e-01 3.80788325523449e+00 3.77770890356427e-02 
1.35741218898120e-01 3.72813974068845e+00 3.69208730220475e-02 
1.37292547114099e-01 3.65264755917291e+00 3.60732633130171e-02 
1.38843875330077e-01 3.58127809934198e+00 3.52320983298540e-02 
1.40395203546056e-01 3.51390854287602e+00 3.44279471967405e-02 
1.41946531762034e-01 3.44995006155452e+00 3.36756509532864e-02 
1.43497859978013e-01 3.38915274489000e+00 3.29416836506917e-02 
1.45049188193991e-01 3.33142746169179e+00 3.22129363461347e-02 
1.46600516409970e-01 3.27668852377596e+00 3.14879318733000e-02 
1.48151844625948e-01 3.22485347012791e+00 3.07651359453940e-02 
1.49703172841927e-01 3.17584283965726e+00 3.00650734987579e-02 
1.51254501057905e-01 3.12936380829003e+00 2.94408865898798e-02 
1.52805829273884e-01 3.08487024903785e+00 2.88742987578379e-02 
1.54357157489862e-01 3.04231377807377e+00 2.83111442617858e-02 
1.55908485705841e-01 3.00164745412349e+00 2.77507119970025e-02 
1.57459813921819e-01 2.96282570494288e+00 2.71922682350656e-02 
1.59011142137798e-01 2.92580424999648e+00 2.66350563531974e-02 
1.60562470353776e-01 2.89054001916125e+00 2.60782966545446e-02 
1.62113798569755e-01 2.85699106726918e+00 2.55211863050578e-02 
1.63665126785733e-01 2.82511648429526e+00 2.49628994152529e-02 
1.65216455001712e-01 2.79487630099521e+00 2.44025872979034e-02 
1.66767783217690e-01 2.76623138980100e+00 2.38393789355596e-02 
1.68319111433669e-01 2.73914336079183e+00 2.32723816947305e-02 
1.69870439649648e-01 2.71357445257580e+00 2.27325214862768e-02 
1.71421767865626e-01 2.68931420885641e+00 2.22680815909653e-02 
1.72973096081605e-01 2.66609322178389e+00 2.18495510977235e-02 
1.74524424297583e-01 2.64389081461870e+00 2.14292588707989e-02 
1.76075752513562e-01 2.62268658503333e+00 2.10068004226749e-02 
1.77627080729540e-01 2.60246037212967e+00 2.05817615571302e-02 
1.79178408945519e-01 2.58319222175265e+00 2.01537188086273e-02 
1.80729737161497e-01 2.56486235009864e+00 1.97707867718015e-02 
1.82281065377476e-01 2.54724520572333e+00 1.94376476770484e-02 
1.83832393593454e-01 2.53032241175957e+00 1.91041143921070e-02 
1.85383721809433e-01 2.51408208394397e+00 1.87684132322999e-02 
1.86935050025411e-01 2.49851240061740e+00 1.84303155709145e-02 
1.88486378241390e-01 2.48360158867924e+00 1.80895874103745e-02 
1.90037706457368e-01 2.46933790875855e+00 1.77758367934553e-02 
1.91589034673347e-01 2.45560350147380e+00 1.75182218597507e-02 
1.93140362889325e-01 2.44229493598930e+00 1.72872949099204e-02 
1.94691691105304e-01 2.42940686621685e+00 1.70547615207137e-02 
1.96243019321282e-01 2.41693393993962e+00 1.68205381183830e-02 
1.97794347537261e-01 2.40487079641753e+00 1.65845380561288e-02 
1.99345675753239e-01 2.39321206370487e+00 1.63499637118663e-02 
2.00897003969218e-01 2.38194214474293e+00 1.61561743888984e-02 
2.02448332185196e-01 2.37093675932523e+00 1.60013321305905e-02 
2.03999660401175e-01 2.36019371883431e+00 1.58452465389875e-02 
2.05550988617153e-01 2.34971081218467e+00 1.56878960470208e-02 
2.07102316833132e-01 2.33948580617428e+00 1.55292573319607e-02 
2.08653645049110e-01 2.32951644572655e+00 1.53693053507999e-02 
2.10204973265089e-01 2.31980045402464e+00 1.52343657898805e-02 
2.11756301481067e-01 2.31026316995614e+00 1.51406771632749e-02 
2.13307629697046e-01 2.30086171592983e+00 1.50617461617680e-02 
2.14858957913024e-01 2.29159576211913e+00 1.49818969021130e-02 
2.16410286129003e-01 2.28246495689826e+00 1.49011387110336e-02 
2.17961614344982e-01 2.27346892752673e+00 1.48194801565727e-02 
2.19512942560960e-01 2.26460728080659e+00 1.47443610904800e-02 
2.21064270776939e-01 2.25586044586030e+00 1.47086653706531e-02 
2.22615598992917e-01 2.24714455673692e+00 1.47051639403862e-02 
2.24166927208896e-01 2.23846009243460e+00 1.47008372721944e-02 
2.25718255424874e-01 2.22980751945500e+00 1.46956981463179e-02 
2.27269583640853e-01 2.22118729197417e+00 1.46897592245274e-02 
2.28820911856831e-01 2.21259985201283e+00 1.46830330492592e-02 
2.30372240072810e-01 2.20404562960591e+00 1.47008448180291e-02 
2.31923568288788e-01 2.19546159517446e+00 1.47520148813941e-02 
2.33474896504767e-01 2.18682589819324e+00 1.48110144990281e-02 
2.35026224720745e-01 2.17813904947958e+00 1.48689040090690e-02 
2.36577552936724e-01 2.16940156866977e+00 1.49256749444520e-02 
2.38128881152702e-01 2.16061398415552e+00 1.49813190144561e-02 
2.39680209368681e-01 2.15177683301767e+00 1.50452521705054e-02 
2.41231537584659e-01 2.14286665602320e+00 1.51399613504485e-02 
2.42782865800638e-01 2.13382594702032e+00 1.52554264644426e-02 
2.44334194016616e-01 2.12465490495835e+00 1.53689535840668e-02 
2.45885522232595e-01 2.11535378370025e+00 1.54804905218600e-02 
2.47436850448573e-01 2.10592289258744e+00 1.55899855838906e-02 
2.48988178664552e-01 2.09636259697006e+00 1.56973876107231e-02 
2.50539506880530e-01 2.08667331870149e+00 1.58236679942197e-02 
2.52090835096509e-01 2.07679884135821e+00 1.59717608289734e-02 
2.53642163312487e-01 2.06672904519515e+00 1.61203811552279e-02 
2.55193491528466e-01 2.05646409941681e+00 1.62656710311650e-02 
2.56744819744444e-01 2.04600430047838e+00 1.64075301105730e-02 
2.58296147960423e-01 2.03535007370062e+00 1.65458595877825e-02 
2.59847476176401e-01 2.02450197475440e+00 1.66897237831988e-02 
2.61398804392380e-01 2.01343400237918e+00 1.68521265572307e-02 
2.62950132608358e-01 2.00210678467335e+00 1.70230086744683e-02 
2.64501460824337e-01 1.99052088497975e+00 1.71886059007837e-02 
