Energy(eV)           EEDF(eV^-(3/2))      Anisotropy(eV^-(3/2))
2.47807205334213e-02 5.80416203730750e-02 6.74405378102892e-04 
7.43421616002639e-02 5.80163752510344e-02 1.81147450884372e-03 
1.23903602667107e-01 5.80070294598550e-02 1.92649752285009e-03 
1.73465043733949e-01 5.80030816343497e-02 2.05554328719516e-03 
2.23026484800792e-01 5.80011663476492e-02 2.20007973213199e-03 
2.72587925867634e-01 5.79994191188590e-02 2.34192806645610e-03 
3.22149366934477e-01 5.79964615251261e-02 2.46016217720826e-03 
3.71710808001320e-01 5.79917376569088e-02 2.57445524918890e-03 
4.21272249068162e-01 5.79848231706102e-02 2.68529137694644e-03 
4.70833690135005e-01 5.79756389184298e-02 2.79414823864151e-03 
5.20395131201847e-01 5.79640444106892e-02 2.90003048901458e-03 
5.69956572268690e-01 5.79499527550689e-02 3.00305531629080e-03 
6.19518013335533e-01 5.79332385765277e-02 3.10317100207834e-03 
6.69079454402375e-01 5.79137772604798e-02 3.20036553632086e-03 
7.18640895469218e-01 5.78914507377892e-02 3.29455763802315e-03 
7.68202336536060e-01 5.78661671479429e-02 3.38578859172238e-03 
8.17763777602903e-01 5.78378248170802e-02 3.47408170502145e-03 
8.67325218669746e-01 5.78063253612459e-02 3.55946726359107e-03 
9.16886659736588e-01 5.77715760695107e-02 3.64206150971693e-03 
9.66448100803431e-01 5.77334883528993e-02 3.72201636846441e-03 
1.01600954187027e+00 5.76919778844344e-02 3.79918363282446e-03 
1.06557098293712e+00 5.76473876932311e-02 3.87382263016510e-03 
1.11513242400396e+00 5.75997548751866e-02 3.94573371957154e-03 
1.16469386507080e+00 5.75490326417583e-02 4.01489797124364e-03 
1.21425530613764e+00 5.74951780395540e-02 4.08159806723465e-03 
1.26381674720449e+00 5.74378884516223e-02 4.14605175102802e-03 
1.31337818827133e+00 5.73770403649152e-02 4.20844916995819e-03 
1.36293962933817e+00 5.73128433445352e-02 4.26893779873238e-03 
1.41250107040501e+00 5.72453364254988e-02 4.32747777894474e-03 
1.46206251147186e+00 5.71744847377495e-02 4.38422990556856e-03 
1.51162395253870e+00 5.71002510295962e-02 4.43941273386577e-03 
1.56118539360554e+00 5.70231211329805e-02 4.49329641904634e-03 
1.61074683467238e+00 5.69432635461884e-02 4.54573516775647e-03 
1.66030827573923e+00 5.68606637971550e-02 4.59654867888688e-03 
1.70986971680607e+00 5.67753117325071e-02 4.64561827592949e-03 
1.75943115787291e+00 5.66872012166142e-02 4.69285402967356e-03 
1.80899259893976e+00 5.65963297158619e-02 4.73817938716623e-03 
1.85855404000660e+00 5.65026984812523e-02 4.78152702633927e-03 
1.90811548107344e+00 5.64063122439187e-02 4.82293765437680e-03 
1.95767692214028e+00 5.63065345997030e-02 4.86228057349733e-03 
2.00723836320713e+00 5.62030373998208e-02 4.89950254750159e-03 
2.05679980427397e+00 5.60958208724739e-02 4.93458607657422e-03 
2.10636124534081e+00 5.59848898916476e-02 4.96744973006707e-03 
2.15592268640765e+00 5.58708808500336e-02 4.99814913455780e-03 
2.20548412747450e+00 5.57541874207332e-02 5.02671558444552e-03 
2.25504556854134e+00 5.56344268244165e-02 5.05307116522908e-03 
2.30460700960818e+00 5.55113630783879e-02 5.07720616134826e-03 
2.35416845067502e+00 5.53850237871705e-02 5.09917124619994e-03 
2.40372989174187e+00 5.52554386976834e-02 5.11897105274573e-03 
2.45329133280871e+00 5.51226421262845e-02 5.13646401821992e-03 
2.50285277387555e+00 5.49866781614830e-02 5.15144382205769e-03 
2.55241421494239e+00 5.48472162497120e-02 5.16380546581957e-03 
2.60197565600924e+00 5.47040066188308e-02 5.17361185231485e-03 
2.65153709707608e+00 5.45571051744282e-02 5.18098997401387e-03 
2.70109853814292e+00 5.44065692208914e-02 5.18605934635382e-03 
2.75065997920976e+00 5.42524573637287e-02 5.18894061138519e-03 
2.80022142027661e+00 5.40948289017158e-02 5.18974921598881e-03 
2.84978286134345e+00 5.39339187876286e-02 5.18858567736392e-03 
2.89934430241029e+00 5.37699597382841e-02 5.18554574247545e-03 
2.94890574347713e+00 5.36030131317230e-02 5.18072435842418e-03 
2.99846718454398e+00 5.34331406886158e-02 5.17421586904625e-03 
3.04802862561082e+00 5.32605658940926e-02 5.16611385660651e-03 
3.09759006667766e+00 5.30855324803384e-02 5.15650263819694e-03 
3.14715150774451e+00 5.29081004417069e-02 5.14545896667002e-03 
3.19671294881135e+00 5.27283297261186e-02 5.13304546722479e-03 
3.24627438987819e+00 5.25462805013079e-02 5.11931081999950e-03 
3.29583583094503e+00 5.23620136190280e-02 5.10429929712580e-03 
3.34539727201188e+00 5.21755902631117e-02 5.08806218906559e-03 
3.39495871307872e+00 5.19870715951883e-02 5.07065279838557e-03 
3.44452015414556e+00 5.17965187395422e-02 5.05210805629322e-03 
3.49408159521240e+00 5.16039938120234e-02 5.03243219203675e-03 
3.54364303627925e+00 5.14095612479843e-02 5.01163573949776e-03 
3.59320447734609e+00 5.12132859647620e-02 4.98977777556959e-03 
3.64276591841293e+00 5.10152917240054e-02 4.96693664156144e-03 
3.69232735947977e+00 5.08157453067059e-02 4.94318635113008e-03 
3.74188880054662e+00 5.06147053643275e-02 4.91860685500451e-03 
3.79145024161346e+00 5.04122287950639e-02 4.89326942288168e-03 
3.84101168268030e+00 5.02083708220452e-02 4.86723830329956e-03 
3.89057312374714e+00 5.00031852198999e-02 4.84057098320096e-03 
3.94013456481399e+00 4.97967244060177e-02 4.81332140730071e-03 
3.98969600588083e+00 4.95890394239435e-02 4.78554382321954e-03 
4.03925744694767e+00 4.93800957797813e-02 4.75729688220779e-03 
4.08881888801452e+00 4.91697402002759e-02 4.72863588194497e-03 
4.13838032908136e+00 4.89580228017534e-02 4.69959008433583e-03 
4.18794177014820e+00 4.87449924845338e-02 4.67019888614449e-03 
4.23750321121504e+00 4.85306970543555e-02 4.64049618891966e-03 
4.28706465228189e+00 4.83151834332877e-02 4.61051339681521e-03 
4.33662609334873e+00 4.80984975309290e-02 4.58028345932886e-03 
4.38618753441557e+00 4.78806840858088e-02 4.54983974692639e-03 
4.43574897548241e+00 4.76617866358474e-02 4.51921471345241e-03 
4.48531041654926e+00 4.74418474872847e-02 4.48843508989660e-03 
4.53487185761610e+00 4.72209813318890e-02 4.45751761479474e-03 
4.58443329868294e+00 4.69995120437029e-02 4.42647551665554e-03 
4.63399473974978e+00 4.67774738276201e-02 4.39536013622875e-03 
4.68355618081663e+00 4.65548995297446e-02 4.36419999649531e-03 
4.73311762188347e+00 4.63318206538012e-02 4.33302168569983e-03 
4.78267906295031e+00 4.61082674345343e-02 4.30184940574224e-03 
4.83224050401715e+00 4.58842689103952e-02 4.27070577068932e-03 
4.88180194508400e+00 4.56598529245621e-02 4.23961217913409e-03 
4.93136338615084e+00 4.54350461658005e-02 4.20858856299676e-03 
4.98092482721768e+00 4.52098742021790e-02 4.17765280937942e-03 
5.03048626828452e+00 4.49843230856637e-02 4.14682600081191e-03 
5.08004770935137e+00 4.47581228977825e-02 4.11614055198801e-03 
5.12960915041821e+00 4.45313011227787e-02 4.08558904126593e-03 
5.17917059148505e+00 4.43038841674766e-02 4.05518626254661e-03 
5.22873203255189e+00 4.40758974045626e-02 4.02494477880573e-03 
5.27829347361874e+00 4.38473653160081e-02 3.99487524750336e-03 
5.32785491468558e+00 4.36183115115799e-02 3.96498831810349e-03 
5.37741635575242e+00 4.33887586634669e-02 3.93529452882749e-03 
5.42697779681927e+00 4.31587285368931e-02 3.90580374495072e-03 
5.47653923788611e+00 4.29282419915966e-02 3.87652475362780e-03 
5.52610067895295e+00 4.26973190644399e-02 3.84746510375270e-03 
5.57566212001979e+00 4.24659789961717e-02 3.81863169509387e-03 
5.62522356108664e+00 4.22342402495336e-02 3.79003072729309e-03 
5.67478500215348e+00 4.20021205459016e-02 3.76166796268927e-03 
5.72434644322032e+00 4.17696368548556e-02 3.73354875620119e-03 
5.77390788428716e+00 4.15368054295470e-02 3.70567767095589e-03 
5.82346932535401e+00 4.13036418468875e-02 3.67805881026434e-03 
5.87303076642085e+00 4.10701610052353e-02 3.65069599860913e-03 
5.92259220748769e+00 4.08363771439956e-02 3.62359253067063e-03 
5.97215364855453e+00 4.06023038752745e-02 3.59675108919673e-03 
6.02171508962138e+00 4.03679542171444e-02 3.57017765259086e-03 
6.07127653068822e+00 4.01332060339662e-02 3.54388194028938e-03 
6.12083797175506e+00 3.98980643424734e-02 3.51785475071465e-03 
6.17039941282190e+00 3.96625425145324e-02 3.49209664495606e-03 
6.21996085388875e+00 3.94266533642697e-02 3.46660835253884e-03 
6.26952229495559e+00 3.91904091948463e-02 3.44139009479459e-03 
6.31908373602243e+00 3.89538218179992e-02 3.41644198928673e-03 
6.36864517708927e+00 3.87169025478152e-02 3.39176408290443e-03 
6.41820661815612e+00 3.84796622162689e-02 3.36735618603768e-03 
6.46776805922296e+00 3.82421111908028e-02 3.34321791767558e-03 
6.51732950028980e+00 3.80042593848719e-02 3.31934872566001e-03 
6.56689094135664e+00 3.77661162737686e-02 3.29574776789158e-03 
6.61645238242349e+00 3.75276909233737e-02 3.27241389928188e-03 
6.66601382349033e+00 3.72889920096240e-02 3.24934576200665e-03 
6.71557526455717e+00 3.70500278358154e-02 3.22654178992459e-03 
6.76513670562402e+00 3.68108063526933e-02 3.20400019963287e-03 
6.81469814669086e+00 3.65713351783427e-02 3.18171906029944e-03 
6.86425958775770e+00 3.63316216090665e-02 3.15969634851789e-03 
6.91382102882454e+00 3.60916726318335e-02 3.13792990949833e-03 
6.96338246989139e+00 3.58514949416503e-02 3.11641744505444e-03 
7.01294391095823e+00 3.56110949566513e-02 3.09518194578558e-03 
7.06250535202507e+00 3.53699089997217e-02 3.07425351006621e-03 
7.11206679309191e+00 3.51277729001743e-02 3.05358672377790e-03 
7.16162823415876e+00 3.48847020695260e-02 3.03316325521623e-03 
7.21118967522560e+00 3.46407115178483e-02 3.01298038328663e-03 
7.26075111629244e+00 3.43958158709536e-02 2.99303530516136e-03 
7.31031255735928e+00 3.41500293849071e-02 2.97332519208106e-03 
7.35987399842613e+00 3.39033659546576e-02 2.95384721229224e-03 
7.40943543949297e+00 3.36558391249299e-02 2.93459850889757e-03 
7.45899688055981e+00 3.34074621026242e-02 2.91557620218064e-03 
7.50855832162665e+00 3.31582477675232e-02 2.89677740029212e-03 
7.55811976269350e+00 3.29082086830410e-02 2.87819918572080e-03 
7.60768120376034e+00 3.26573571093873e-02 2.85983861194338e-03 
7.65724264482718e+00 3.24057050151206e-02 2.84169271767996e-03 
7.70680408589403e+00 3.21532640880273e-02 2.82375853243638e-03 
7.75636552696087e+00 3.19000457458071e-02 2.80603307780431e-03 
7.80592696802771e+00 3.16460611467938e-02 2.78851337591627e-03 
7.85548840909455e+00 3.13913211991652e-02 2.77119645904554e-03 
7.90504985016140e+00 3.11358365698923e-02 2.75407936725376e-03 
7.95461129122824e+00 3.08796176943003e-02 2.73715914622386e-03 
8.00417273229508e+00 3.06226747853589e-02 2.72041624796026e-03 
8.05373417336192e+00 3.03653072778805e-02 2.70382703953488e-03 
8.10329561442877e+00 3.01077262944128e-02 2.68740849488883e-03 
8.15285705549561e+00 2.98499355864163e-02 2.67117624907429e-03 
8.20241849656245e+00 2.95919388071570e-02 2.65512748732826e-03 
8.25197993762929e+00 2.93337395170367e-02 2.63925941868518e-03 
8.30154137869614e+00 2.90753411884772e-02 2.62356928161549e-03 
8.35110281976298e+00 2.88167472099828e-02 2.60805434690133e-03 
8.40066426082982e+00 2.85579608902588e-02 2.59271191477809e-03 
8.45022570189666e+00 2.82989854626322e-02 2.57753931363131e-03 
8.49978714296351e+00 2.80398240892373e-02 2.56253390192808e-03 
8.54934858403035e+00 2.77804798648596e-02 2.54769306796059e-03 
8.59891002509719e+00 2.75209558209753e-02 2.53301422968083e-03 
8.64847146616403e+00 2.72612549294317e-02 2.51849483646979e-03 
8.69803290723088e+00 2.70013801059261e-02 2.50413237011862e-03 
8.74759434829772e+00 2.67413342132749e-02 2.48992434496688e-03 
8.79715578936456e+00 2.64811200646495e-02 2.47586830845694e-03 
8.84671723043141e+00 2.62207404265138e-02 2.46196184190157e-03 
8.89627867149825e+00 2.59601980214790e-02 2.44820255999703e-03 
8.94584011256509e+00 2.56994955311216e-02 2.43458811075221e-03 
8.99540155363193e+00 2.54386355986322e-02 2.42111617659345e-03 
9.04496299469877e+00 2.51776208311755e-02 2.40778447439727e-03 
9.09452443576562e+00 2.49164538023052e-02 2.39459075463078e-03 
9.14408587683246e+00 2.46551370542833e-02 2.38153280077095e-03 
9.19364731789930e+00 2.43936731004012e-02 2.36860842932325e-03 
9.24320875896615e+00 2.41320644270765e-02 2.35581549015586e-03 
9.29277020003299e+00 2.38703134958820e-02 2.34315186659290e-03 
9.34233164109983e+00 2.36084227454011e-02 2.33061547564559e-03 
9.39189308216667e+00 2.33463945929837e-02 2.31820426720766e-03 
9.44145452323352e+00 2.30842314365617e-02 2.30591622300363e-03 
9.49101596430036e+00 2.28219356564262e-02 2.29374935661695e-03 
9.54057740536720e+00 2.25595096168267e-02 2.28170171318145e-03 
9.59013884643404e+00 2.22969556676088e-02 2.26977136864585e-03 
9.63970028750089e+00 2.20342761457751e-02 2.25795642956395e-03 
9.68926172856773e+00 2.17714733769686e-02 2.24625503291452e-03 
9.73882316963457e+00 2.15085496768731e-02 2.23466534578551e-03 
9.78838461070142e+00 2.12455073525701e-02 2.22318556497576e-03 
9.83794605176826e+00 2.09823487038351e-02 2.21181391648215e-03 
9.88750749283510e+00 2.07190760244197e-02 2.20054865498827e-03 
9.93706893390194e+00 2.04556916032774e-02 2.18938806352765e-03 
9.98663037496878e+00 2.01921977257379e-02 2.17830573520478e-03 
1.00361918160356e+01 1.99289841296503e-02 2.16721131182385e-03 
1.00857532571025e+01 1.96673378189302e-02 2.15611292377523e-03 
1.01353146981693e+01 1.94072436763329e-02 2.14512031795958e-03 
1.01848761392362e+01 1.91486867990349e-02 2.13423199790043e-03 
1.02344375803030e+01 1.88916524948512e-02 2.12344649316843e-03 
1.02839990213698e+01 1.86361262785324e-02 2.11276235899619e-03 
1.03335604624367e+01 1.83820938681007e-02 2.10217817601606e-03 
1.03831219035035e+01 1.81295411812354e-02 2.09169254971975e-03 
1.04326833445704e+01 1.78784543317653e-02 2.08130410977131e-03 
1.04822447856372e+01 1.76288196262443e-02 2.07101150967676e-03 
1.05318062267041e+01 1.73806235605467e-02 2.06081342640486e-03 
1.05813676677709e+01 1.71338528165582e-02 2.05070855980403e-03 
1.06309291088377e+01 1.68884942589348e-02 2.04069563219926e-03 
1.06804905499046e+01 1.66445349319132e-02 2.03077338805152e-03 
1.07300519909714e+01 1.64019620561734e-02 2.02094059357004e-03 
1.07796134320383e+01 1.61607630257648e-02 2.01119603630970e-03 
1.08291748731051e+01 1.59209254050865e-02 2.00153852475254e-03 
