Energy(eV)           EEDF(eV^-(3/2))      Anisotropy(eV^-(3/2))
1.20330961684554e-03 3.64130067267745e+00 2.11663816402892e-03 
3.60992885053663e-03 3.62423284571974e+00 2.94234609794857e-03 
6.01654808422772e-03 3.59826589104796e+00 4.26820352007814e-03 
8.42316731791880e-03 3.56938045797197e+00 5.20035753662833e-03 
1.08297865516099e-02 3.53982216400506e+00 5.92804037765820e-03 
1.32364057853010e-02 3.51000529796242e+00 6.50488023051491e-03 
1.56430250189921e-02 3.48096787633846e+00 6.99600178908549e-03 
1.80496442526831e-02 3.45209201187488e+00 7.45143483307950e-03 
2.04562634863742e-02 3.42361731617022e+00 7.85079718691351e-03 
2.28628827200653e-02 3.39552497168249e+00 8.20096087745219e-03 
2.52695019537564e-02 3.36800537059017e+00 8.47493704036824e-03 
2.76761211874475e-02 3.34147265776580e+00 8.65768753241989e-03 
3.00827404211386e-02 3.31627869099216e+00 8.80837827053813e-03 
3.24893596548297e-02 3.29201799801143e+00 8.99330945102253e-03 
3.48959788885208e-02 3.26829937495700e+00 9.17112721115185e-03 
3.73025981222118e-02 3.24530896965156e+00 9.29464587802221e-03 
3.97092173559029e-02 3.22321009044719e+00 9.38805172772245e-03 
4.21158365895940e-02 3.20191358883774e+00 9.49572905794351e-03 
4.45224558232851e-02 3.18115677338815e+00 9.60221003570070e-03 
4.69290750569762e-02 3.16104079000088e+00 9.67089698804809e-03 
4.93356942906673e-02 3.14165550505581e+00 9.70502172262887e-03 
5.17423135243583e-02 3.12305822561059e+00 9.71481894810603e-03 
5.41489327580494e-02 3.10524212609143e+00 9.69938660324861e-03 
5.65555519917405e-02 3.08826719562245e+00 9.64998590786043e-03 
5.89621712254316e-02 3.07218482967846e+00 9.56676301320485e-03 
6.13687904591227e-02 3.05703810307624e+00 9.44973771053636e-03 
6.37754096928138e-02 3.04286198337889e+00 9.29880904184124e-03 
6.61820289265049e-02 3.02968348547294e+00 9.11376217363149e-03 
6.85886481601960e-02 3.01752176847665e+00 8.89427674530223e-03 
7.09952673938870e-02 3.00638817661137e+00 8.73339356403833e-03 
7.34018866275781e-02 2.99579914216821e+00 8.65345600580389e-03 
7.58085058612692e-02 2.98572598990362e+00 8.56196238486541e-03 
7.82151250949603e-02 2.97618404177311e+00 8.44979106370847e-03 
8.06217443286514e-02 2.96718563695732e+00 8.31690767527387e-03 
8.30283635623425e-02 2.95874016595299e+00 8.16324252845671e-03 
8.54349827960336e-02 2.95085409384784e+00 7.98869285624144e-03 
8.78416020297246e-02 2.94353097303826e+00 7.79312544972947e-03 
9.02482212634157e-02 2.93677144573887e+00 7.57637972158758e-03 
9.26548404971068e-02 2.93057323673018e+00 7.33827125357315e-03 
9.50614597307979e-02 2.92493113689579e+00 7.07859589926336e-03 
9.74680789644890e-02 2.91983697821561e+00 6.79713453857046e-03 
9.98746981981801e-02 2.91527960100555e+00 6.54020435103678e-03 
1.02281317431871e-01 2.91111628361884e+00 6.37477863719665e-03 
1.04687936665562e-01 2.90718551502803e+00 6.25933716844503e-03 
1.07094555899253e-01 2.90348848947993e+00 6.13248254034103e-03 
1.09501175132944e-01 2.90002554507332e+00 5.99418181848298e-03 
1.11907794366636e-01 2.89679616393662e+00 5.84439644786237e-03 
1.14314413600327e-01 2.89379897130943e+00 5.68308294188388e-03 
1.16721032834018e-01 2.89103173358590e+00 5.51019366111364e-03 
1.19127652067709e-01 2.88849135538666e+00 5.33351363430288e-03 
1.21534271301400e-01 2.88615916951810e+00 5.20467274838963e-03 
1.23940890535091e-01 2.88394133068900e+00 5.12107170681063e-03 
1.26347509768782e-01 2.88183825752354e+00 5.03056131750369e-03 
1.28754129002473e-01 2.87985005640233e+00 4.93313235620375e-03 
1.31160748236164e-01 2.87797652163547e+00 4.82877390080491e-03 
1.33567367469855e-01 2.87621713544270e+00 4.71747349645937e-03 
1.35973986703546e-01 2.87457106774865e+00 4.59921733980056e-03 
1.38380605937237e-01 2.87303717580207e+00 4.47399048479804e-03 
1.40787225170929e-01 2.87161400362963e+00 4.34177707354960e-03 
1.43193844404620e-01 2.87029978133553e+00 4.20256059662839e-03 
1.45600463638311e-01 2.86909242426021e+00 4.05632418953693e-03 
1.48007082872002e-01 2.86798953201188e+00 3.90305097462243e-03 
1.50413702105693e-01 2.86698838738674e+00 3.77025089607744e-03 
1.52820321339384e-01 2.86605719969868e+00 3.67504980673117e-03 
1.55226940573075e-01 2.86518102895475e+00 3.58980335207141e-03 
1.57633559806766e-01 2.86435931860672e+00 3.50021092236317e-03 
1.60040179040457e-01 2.86359139056927e+00 3.40626760199192e-03 
1.62446798274148e-01 2.86287644508306e+00 3.30796830801069e-03 
1.64853417507839e-01 2.86221356055132e+00 3.20530787732927e-03 
1.67260036741530e-01 2.86160169335254e+00 3.09828116719010e-03 
1.69666655975222e-01 2.86103967763144e+00 2.99928406978872e-03 
1.72073275208913e-01 2.86051709643947e+00 2.93214614528055e-03 
1.74479894442604e-01 2.86001736571402e+00 2.88581278794757e-03 
1.76886513676295e-01 2.85954041933710e+00 2.83710845212600e-03 
1.79293132909986e-01 2.85908615499320e+00 2.78603230088939e-03 
1.81699752143677e-01 2.85865443416737e+00 2.73258341124016e-03 
1.84106371377368e-01 2.85824508213944e+00 2.67676078559504e-03 
1.86512990611059e-01 2.85785788797430e+00 2.61856336450271e-03 
1.88919609844750e-01 2.85749260450861e+00 2.55799004086961e-03 
1.91326229078441e-01 2.85714894833403e+00 2.49503967599169e-03 
1.93732848312132e-01 2.85682659977716e+00 2.42971111766674e-03 
1.96139467545824e-01 2.85652520287654e+00 2.36200322094216e-03 
1.98546086779515e-01 2.85624436535681e+00 2.29191487214556e-03 
2.00952706013206e-01 2.85598365860034e+00 2.25799596876234e-03 
2.03359325246897e-01 2.85572487515507e+00 2.26742795017743e-03 
2.05765944480588e-01 2.85546597795522e+00 2.28108740671835e-03 
2.08172563714279e-01 2.85520701939808e+00 2.29444146922708e-03 
2.10579182947970e-01 2.85494805127547e+00 2.30749026421329e-03 
2.12985802181661e-01 2.85468912477405e+00 2.32023391820138e-03 
2.15392421415352e-01 2.85443029047564e+00 2.33267255769088e-03 
2.17799040649043e-01 2.85417159835759e+00 2.34480630907116e-03 
2.20205659882734e-01 2.85391309779309e+00 2.35663529855539e-03 
2.22612279116425e-01 2.85365483755151e+00 2.36815965215294e-03 
2.25018898350117e-01 2.85339686579878e+00 2.37937949558952e-03 
2.27425517583808e-01 2.85313923009775e+00 2.39029495424508e-03 
2.29832136817499e-01 2.85288197740851e+00 2.40090615311232e-03 
2.32238756051190e-01 2.85262515408882e+00 2.41121321674315e-03 
2.34645375284881e-01 2.85236880589442e+00 2.42121626920170e-03 
2.37051994518572e-01 2.85211297797945e+00 2.43091543397963e-03 
2.39458613752263e-01 2.85185771489682e+00 2.44031083397850e-03 
2.41865232985954e-01 2.85160306059857e+00 2.44940259145500e-03 
2.44271852219645e-01 2.85134905843629e+00 2.45819082794275e-03 
2.46678471453336e-01 2.85109575116149e+00 2.46667566425552e-03 
2.49085090687027e-01 2.85084318092600e+00 2.48066818738063e-03 
2.51491709920719e-01 2.85058902227060e+00 2.54417171731033e-03 
2.53898329154410e-01 2.85031542749450e+00 2.65055827488225e-03 
2.56304948388101e-01 2.85002152903071e+00 2.75844413012963e-03 
2.58711567621792e-01 2.84970644487873e+00 2.86782391688562e-03 
2.61118186855483e-01 2.84936927870442e+00 2.97869200354532e-03 
2.63524806089174e-01 2.84900911994534e+00 3.09104248372341e-03 
2.65931425322865e-01 2.84862504392176e+00 3.20486916700976e-03 
2.68338044556556e-01 2.84821611195348e+00 3.32016556985383e-03 
2.70744663790247e-01 2.84778137148255e+00 3.43692490656163e-03 
2.73151283023938e-01 2.84731985620223e+00 3.55514008033082e-03 
2.75557902257629e-01 2.84683058619223e+00 3.67480367430127e-03 
2.77964521491320e-01 2.84631256806046e+00 3.79590794268174e-03 
2.80371140725012e-01 2.84576479509139e+00 3.91844480187858e-03 
2.82777759958703e-01 2.84518624740139e+00 4.04240582166529e-03 
2.85184379192394e-01 2.84457589210091e+00 4.16778221640147e-03 
2.87590998426085e-01 2.84393268346399e+00 4.29456483621270e-03 
2.89997617659776e-01 2.84325556310506e+00 4.42274415822770e-03 
2.92404236893467e-01 2.84254346016330e+00 4.55231027784916e-03 
2.94810856127158e-01 2.84179529149467e+00 4.68325290002899e-03 
2.97217475360849e-01 2.84100996187190e+00 4.81556133058473e-03 
2.99624094594540e-01 2.84018636419238e+00 4.95470647064350e-03 
3.02030713828231e-01 2.83931967978875e+00 5.11105068289331e-03 
3.04437333061922e-01 2.83840128457613e+00 5.27901352585840e-03 
3.06843952295613e-01 2.83742938891229e+00 5.44871117862037e-03 
3.09250571529305e-01 2.83640218385609e+00 5.62012285097200e-03 
3.11657190762996e-01 2.83531784168538e+00 5.79322690914355e-03 
3.14063809996687e-01 2.83417451643670e+00 5.96800085819216e-03 
3.16470429230378e-01 2.83297034446737e+00 6.14442132468609e-03 
